video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=9PaR1TsvnJs&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@whatsupdude2778,Whats Up Dude,"What Are The Types Of Sampling Techniques In Statistics - Random, Stratified, Cluster, Systematic",465K,6 years,"Using samples saves time and money in data collection. To ensure the sample is an accurate representation of the population, the ...",21:34.9
/watch?v=jiTYUuxMBy8&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@geographyscape4400,Geographyscape,"Geographical Data Management: Collection, Classification, Tabulation and Interpretation of data",301,5 years,statisticaltechniquesingeography #geographicaldatamanagement #collectionofdata #classificationofdata #tabulationofdata ...,21:34.9
/watch?v=BbNC6Smjbi0&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@MrSinn,Mr. Sinn,Gathering Geographic Data [AP Human Geography Unit 1 Topic 2] (1.2),86K,5 years,Check out the AP Human Geography Ultimate Review Packet! A Packet made by Mr. Sinn to help you succeed not only on the AP ...,21:34.9
/watch?v=RJLqVy8qdSM&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@ResearchHub-2030,Research Hub,What Is Data Collection |  Methods | Types,11K,1 year,"What Is Data Collection | Methods | Types #research #datacollection #dataanalytics data collection methods,data collection ...",21:34.9
/watch?v=oqggOSSQVx8&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@TheStudentAtlas,The Student Atlas,What Is Spatial Data Analysis In Geographic Assessment? - The Student Atlas,4,4 months,What Is Spatial Data Analysis In Geographic Assessment? Ever wondered how maps and data can reveal patterns about our ...,21:34.9
/watch?v=2dL_mnhESr4&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@TheGeographyAtlas,The Geography Atlas,What Are Field Surveys In Geographic Data Collection?,9,1 month,"Ever wondered how geographic data is truly gathered? This video delves into the essential practice of field surveys, revealing ...",21:34.9
/watch?v=x972qc2sOj8&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,Why Use Photos For Geographic Field Data Collection?,3,1 month,Ever wondered why photographs are indispensable for gathering geographic data in the field? This video delves into the crucial ...,21:34.9
/watch?v=2GGLzRSElBs&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@CodeFixs,CodeFix,6 16 geographic data collection and analysis,1 view,6 months,"Get Free GPT4.1 from https://codegive.com/4708b44 Okay, let's dive into Geographic Data Collection and Analysis using Python.",21:34.9
/watch?v=6bbiWabiD1A&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@googleearth,Google Earth,"Open-source geospatial & structured data collection platform called ""Ground"" | Geo for Good 2023",628,2 years,The slide deck for this talk ...,21:34.9
/watch?v=fZuR5ctWG-0&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@pimlicogeography2428,Pimlico Geography,Fieldwork Sampling Strategies,12K,5 years,This video explains the 3 different sampling strategies you may use in your geography fieldwork.,21:41.6
/watch?v=VLWsvnNFW-Y&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@environmentalfinancecenter164,Environmental Finance Center Network,GIS Field Data Collection using Trimble GPS Unit,1.4K,4 years,Geographic Information Systems (GIS) are essential for utility management applications ranging from permit compliance to asset ...,21:41.6
/watch?v=qqbwzk-Vpr4&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@ghanageospatialsociety,Ghana Geospatial Society,Basics of Geographic Information Systems,361,Streamed 6 months,Content • What is GIS? • Fundamental GIS Concept • Important of GIS • Components of GIS • Spatial Data Types • Introduction to ...,21:41.6
/watch?v=Zfr8qLuJzLM&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeoecologist,TheGeoecologist,Field Work in Geography| METHODS OF DATA COLLECTION |Session: 7,10K,5 years,Link to the E-book (PDF) : https://geographyebooks.com/product/field-work-and-report-writing/ This video lecture is seventh in the ...,21:41.6
/watch?v=8ab1PDXQPqY&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@clemsongis7568,Clemson GIS,Field Data Collection with GIS,349,Streamed 7 years,Field data collection in GIS workshop by the Clemson Center for Geospatial Technologies. Introduces collaborative and ...,21:41.7
/watch?v=GMWw7ZNj9KA&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@LeesonHouse,Leeson House,Sources of Human Geography secondary data,228,4 years,A few useful websites for finding out background information about a place or collecting Secondary Data https://maps.cdrc.ac.uk/ ...,21:41.7
/watch?v=hBDmOcLtn48&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@classbook9410,CLASSBOOK,"GIS: Data Type and Data Structure: Spatial, Non Spatial, Raster and Vector",63K,2 years,This video gives the brief introduction to GIS: Geographic Information System data type and Data Structure.,21:41.7
/watch?v=j2KPaM_ewOM&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Does Manual Mapping Collect Geographic Data?,No,1 month,Ever wondered how geographic data was collected before satellites and advanced tech? This video delves into the foundational ...,21:41.7
/watch?v=sknrukx9EeA&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@SocialStudiesHubHQ,Social Studies Hub,AP Human Geography Topic 1.2: How Geographic Data Shapes Our World,77,6 months,... Why geographic data is important ✓ Who collects geographic data (organizations & individuals) ✓ Methods of data collection: ...,21:41.7
/watch?v=NAPb915HJ1o&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@GreenGirlGeo,GreenGirl Geospatial Services,How to create a data collection map with ArcGIS Field Maps Designer,10K,1 year,This video demonstrates how to use the ArcGIS Field Maps Designer to create a simple form for collecting spatial data on a mobile ...,21:41.7
/watch?v=T7g7M8sm8E8&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,Why Use Interviews in Geographic Data Collection?,No,1 month,Interviews are a cornerstone of understanding human-environment interactions. But why are they so crucial for collecting ...,21:41.7
/watch?v=FHwSEPkGBbo&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Does AOI Selection Influence GIS Data Collection?,2,3 weeks,Ever wondered how the area you choose for your geographic analysis impacts the data you collect? This video breaks down the ...,21:41.7
/watch?v=o1H-DEC2t3A&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Is Video Documentation Used For Geographic Data?,No,1 month,"How innovative video technologies, including drone footage and 360-degree cameras, revolutionize spatial data collection.",21:41.7
/watch?v=XPJl9sIXC7Y&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,What Is Direct Observation In Geographic Data?,No,1 month,"What exactly is direct observation, and why is it a cornerstone of collecting geographic data? This video dives into the methods ...",21:41.7
/watch?v=XCaRCpG4bKM&t=560s&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@GEOHACKS,GEO-HACKS,IGCSE GEOGRAPHY - PAPER 4 - HINTS AND TIPS,68K,3 years,"04:08 - Introduction 09:20 - Data Collection - Sampling 15:51 - Data Collection - Primary v Secondary, Qualitative v Quantitative ...",21:41.7
/watch?v=Ch7ehv02xfI&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@leelapaul7854,Leela PAUL,Lesson 2 - Methodology and Data Collection - Geographical Investigation (Diversity),134,5 years,This is the 2nd lesson in a unit on investigating diversity in a school. The resources to complete the work including the ...,21:41.7
/shorts/9AMbewlp0mg,/@geospatial-technologies,Geospatial Technologies,🌍 What is GIS? | Definition & Basics Explained #earthobservation #satelliteimagery #dronemapping,1K,4 months,"Geographic Information Systems (GIS) are powerful tools that connect data with location, helping us understand patterns, ...",21:41.7
/watch?v=zgDHz-Qb6S4&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Does Video Support Geographic Data Acquisition?,1 view,1 month,Discover how video technology is transforming the process of collecting and understanding geographic data. This video delves ...,21:41.7
/watch?v=DRlriVQf3Sw&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@DigitalELearning,Digital E-Learning,Types and Sources of Data in Statistics | Primary & Secondary data | Qualitative & Quantitative data,151K,2 years,"This short animated video explains the concept of diffrent types of Data in Statistics with help of examples. So, grab your pen and ...",21:41.7
/shorts/C0x8VvmHQg4,/@bootcampgis1370,Bootcamp GIS,Streamlined SOPs for Superior Data Collection,60,1 year,Streamlined SOPs for Superior Data Collection #SOPs #DataCollection #GISOperations.,21:50.0
/watch?v=eVLFWjIJH1c&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@qgeo8212,QGEO,"Sources of geographical data collection  Definition, Significance, and types of Data",16K,5 years,For homework Submission in our website link: https://theqgeo.com/ Our Face book Page: ...,21:50.0
/watch?v=gPMhCufuyU0&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,What Is the Significance of Scale in Geographic Information Systems?,1 view,1 month,Explore the critical role of scale in Geographic Information Systems (GIS). This video delves into why understanding scale is ...,21:50.0
/watch?v=tdpMj6IZDaw&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,Where Can Geographic Information System Data Originate?,No,1 month,"... diverse origins of the spatial information that GIS relies upon, revealing the many ways geographic data is collected, compiled, ...",21:50.0
/watch?v=rq6svJ5vOgg&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Do Instruments Collect Direct Geographic Data?,No,1 month,Ever wondered how geographers gather the raw information that shapes our understanding of the Earth? This video from The ...,21:50.0
/watch?v=iHHayD-BJVU&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@dr.sardarpatil7751,Dr. Sardar Patil,Lecture - 10 - Methods and sources of geographical data collection by Dr. B. Mahalingam,186,4 years,Dr. B. Mahalingam has focused on various sources of Geographical Data.,21:50.0
/watch?v=Sa9n_HOJSGM&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@GEOHACKS,GEO-HACKS,IGCSE GEOGRAPHY - PAPER 4 - RIVER INVESTIGATION,40K,3 years,A walkthrough on how to approach any River Investigation questions for Paper 4 - IGCSE Cambridge Alternative to Coursework ...,21:50.0
/watch?v=jgbTosOPU-U&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@GIScienceRIT,GIScience,Introduction to Geographic Information Systems (GIS) Software: An Open Source Lecture  #GIS #Maps,73K,6 years,"This video provides a tutorial of Geographic Information Systems (GIS) software. If you are new to GIS, this video will show what ...",21:50.0
/watch?v=MP3zGNyzkbs&t=3399s&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@dr.sardarpatil7751,Dr. Sardar Patil,Lecture 12 : Geographic Data Analysis by Dr. Balasubramani K,134,4 years,"Dr. Balasubramani K provided insight about Geographic Data Analysis with a focus on Qualitative, Quantitative and Advanced ...",21:50.0
/watch?v=qWnurwhZTus&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Do We Acquire Geographic Data for GIS?,No,1 month,Ever wondered how the rich geographic information we see in GIS applications is collected and compiled? This video explores ...,21:50.0
/watch?v=f0G54EKFnIs&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Do Ground-Based Sensors Aid Geographic Data Collection?,2,1 month,Discover the pivotal role ground-based sensors play in revolutionizing how we gather and interpret geographic data. This video ...,21:50.0
/watch?v=s74wQ5YpGhY&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@amirhosseinsarbazvatan,Amirhossein Sarbazvatan,The Best Android Mobile GIS Apps For Data Collection(English),2.4K,2 years,This video describes some of the best GIS applications available for Android devices. (English) #GIS #arcgis #qgis #android ...,21:50.0
/shorts/QFpuzno8otk,/@SpreadsheetNation,Spreadsheet Nation,Excel Tip: Map Data #shorts #exceltips #spreadsheets,175K,4 years,Is how you can map data in excel we have a list of the number of mcdonald's locations in each state select the data and click insert ...,21:50.0
/shorts/b2JL3J78Rh8,/@ahmedalkebsi6836,Ahmed Alkebsi,Unlock the Secrets of GIS Data Sources!,81,10 months,Exploring the realm of Geographic Information Systems (GIS) starts with one crucial step: identifying the right data sources.,21:58.0
/shorts/eY6cIJq2Lck,/@ahmedalkebsi6836,Ahmed Alkebsi,Unlocking the Secrets of GIS Data Collection!,113,10 months,Explore the fascinating world of Geographic Information Systems as the intricacies of GIS data collection unfold. This video delves ...,21:58.0
/shorts/540rMfanMDE,/@yessirskibruh,King James,Unlocking Place Insights  Field Observations & Data Gathering,220,9 months,"We explore various methods geographers use to collect crucial data about locations, from field observations to personal ...",21:58.0
/watch?v=gZkW5YoOFQ4&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How do GIS professionals acquire spatial data?,2,3 weeks,Explore the fundamental processes and diverse techniques GIS professionals employ to gather the crucial spatial data that ...,21:58.0
/watch?v=fCG47akx1f8&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,What Are Field Interview Techniques for Geographic Data?,2,1 month,Ever wondered how geographers collect vital information directly from the source? This video dives into the essential field ...,21:58.0
/watch?v=dT97EmXbfzY&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@LeeCountyFLBOCC,Lee County FL,How Does Lee County Use Geographic Information System (GIS) Technology?,39,2 months,"GIS stands for Geographic Information Systems. A GIS stores, analyzes and visualizes data for geographic positions on Earth's ...",21:58.0
/watch?v=6rm6h_RUCjI&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,Why are field notes crucial for geographic data?,2,1 month,Ever wondered why geography students spend so much time scribbling in notebooks? This video from The Geography Atlas ...,21:58.0
/watch?v=9L5hv4-TI38&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Do Remote Sensing Platforms Collect Geographic Data?,No,1 month,Ever wondered how scientists gather information about our planet from afar? This video explores the fascinating world of remote ...,21:58.0
/watch?v=JkvyPpUxqDo&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheStudentAtlas,The Student Atlas,What Are Crowdsourced Mapping Initiatives For Geographic Data? - The Student Atlas,3,4 months,"What Are Crowdsourced Mapping Initiatives For Geographic Data? In this engaging video, we'll discuss the fascinating world of ...",21:58.0
/watch?v=eFOdTAAsG0s&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@BlueMarbleGeo,Blue Marble Geographics,Global Mapper Mobile: An Essential Tool for Data Collection | GEOTalks 2025,407,10 months,"Learn how Global Mapper Mobile simplifies data collection and viewing for users in the field. Product Manager, Mackenzie Mills, ...",21:58.0
/watch?v=n-8kiRVCTvM&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@wash_institute,WASH Institute,Geographic Information System in Sanitation Planning,72,11 months,"In this module, we will learn what is a Geographic Information System (GIS), its key features and attributes, examine its role ...",21:58.0
/shorts/gkAQuxsQa4g,/@stata_world1110,WORLD STATA 🌍📈,Collect Data In Excel | How to collect geographical data in Excel #shorts #ytshorts #excel #shorts,468,2 years,How to collect data in excel | Geographical data in excel | Geographical data | Excel Shortcut #shorts #youtubeshorts #excel ...,21:58.0
/watch?v=wDJX8x8hGG8&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@shamsusn,Shamsu SN,Data Collection: Surveying Through App | geography practical book std 12th | std 12 bhugol practical,25K,2 months,Hello student welcome to my YouTube channel some session geography practical practical number one survey through appd.,21:58.0
/shorts/LsbX7Xyu_rE,/@ahmedalkebsi6836,Ahmed Alkebsi,Unlock the Secrets of GIS Terminology!,22,10 months,Dive into the essential CAKE GIS terminologies that form the backbone of effective mapping and analysis. From understanding ...,21:58.0
/watch?v=U9m9574dgWg&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@socialstudiesstem2475,Social Studies STEM,Geographic Data,61,1 year,"Learn some of the basics on geographic data from GIS to GPS, who collects it and why they do. Want to know what the SMAP ...",21:58.0
/watch?v=NvGjmM9e6WU&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbtIHCQlNCgGHKiGM7w%3D%3D,/@greenlandhall,Greenland Hall,Geographic Information Systems,39,9 months,"Discover Geographic Information Systems (GIS) and their role in mapping, spatial analysis, and decision-making. Learn how GIS ...",21:58.0
/watch?v=CY5rpdEImwU&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@TheGeographyAtlas,The Geography Atlas,How Do Surveying Instruments Measure Geographic Data?,2,1 month,This video from The Geography Atlas dives deep into the fascinating technology and methods behind measuring geographic data ...,21:58.0
/watch?v=WxI4-4ljJKg&pp=ygUcR2VvZ3JhcGhpY2FsIGRhdGEgY29sbGVjdGlvbg%3D%3D,/@HumanitarianDataSolutions,Humanitarian Data Solutions,How to Collect GPS Data in KoboToolbox and ODK Collect,19K,5 years,"Learn how to quickly create an XLSForm questionnaire using geopoint, geotrace, and geoshape. Then watch me collect point, ...",21:58.0
/shorts/1JZ3XeyK5wY,/@Mystery_exposed,Mystery Exposed,Are Self-Driving Cars Collecting Geographic Data for Corporations?,11,11 months,"Self-driving cars are revolutionizing transportation, but are they also gathering geographic data for corporations? With advanced ...",21:58.0
